edad,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,num_productos,genero_Masculino,genero_Otro,region_Norte,region_Sur,estado_civil_Divorciado,estado_civil_Soltero,uso_app_Bajo,uso_app_Medio,tipo_plan_Estandar,tipo_plan_Premium,canal_registro_Tienda,canal_registro_Web,dia_semana_registro_Jueves,dia_semana_registro_Lunes,dia_semana_registro_Martes,dia_semana_registro_Miercoles,dia_semana_registro_Sabado,dia_semana_registro_Viernes,abandono
60.0,462197.3241679685,515594.0047300017,2697197.7276084595,720.2852706881599,36.0,15.0,49.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
76.0,449740.841895099,693832.8210141332,2178297.544468859,517.1404742466982,50.0,3.0,74.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26.0,804753.3494655648,439333.17326747865,3474546.171188677,636.3143068991467,7.0,5.0,349.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
46.0,884612.3363906306,402670.7189527396,2161784.118921667,674.9310226248909,35.0,2.0,192.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,527769.2298321289,139988.2093595852,2715182.9134807917,605.875440862291,70.0,5.0,349.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61.0,650960.2389354269,801648.0848289398,1225986.0010444638,775.3563989850244,63.0,19.0,145.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
77.0,584129.0647571039,183897.24838994475,1883083.3805427272,561.8411639750493,9.0,6.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
42.0,238180.31749256156,398746.78581756074,1057667.8499630152,769.5575765762155,26.0,6.0,222.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
56.0,767639.2678200608,260989.90229731367,2458161.822550869,426.50456252527465,1.0,18.0,77.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
76.0,994068.8895084882,329389.3788433961,2047865.9140498536,538.0519600979496,107.0,8.0,104.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
32.0,591508.1907825687,492310.9770996988,984628.7242044684,777.9985599579009,100.0,3.0,267.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
22.0,564068.6339356893,315039.59080630325,2525452.068783986,696.6877394213399,92.0,10.0,71.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,463819.7095098097,329870.0405418411,1443015.9267336484,534.0736291601614,97.0,7.0,267.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
39.0,515215.1254945016,309339.875904914,3632752.692958586,572.9229599460509,77.0,12.0,160.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
34.0,774207.3280770765,319681.33378503413,1901472.7178229888,562.9592227934008,42.0,5.0,18.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46.0,1166638.7563949225,282125.4018475609,1105793.2343244352,415.2220852020325,27.0,9.0,203.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
79.0,617738.6803563802,486184.34212208894,3274385.0136888875,523.268337934137,115.0,2.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
46.0,677967.6095979958,271943.9139797129,3385103.1260182904,629.6133697003014,51.0,10.0,334.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45.0,729837.2494199706,478150.06946099806,2369001.619981169,681.1101781215383,105.0,11.0,52.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
70.0,880622.7917663199,344231.79795205727,1606086.243428643,620.2174600080646,46.0,6.0,154.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32.0,754819.352232375,387557.4289383809,1000193.3213547368,425.73018876102185,3.0,3.0,290.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
24.0,1057080.7681120243,240048.59344257644,1353186.6036867525,769.2162561295329,15.0,17.0,60.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
39.0,479936.9606569073,398746.78581756074,3872063.959874045,605.979396621689,84.0,16.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
79.0,708993.161199727,646414.7114940495,1275393.1510781562,545.6493325993379,94.0,12.0,234.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
66.0,809557.4934838676,294512.1475018795,1910725.525821076,574.3430353788588,41.0,3.0,281.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
59.0,648833.0826224262,503283.2618794538,2790037.630524356,630.1472423980945,46.0,12.0,278.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
42.0,951788.279065876,440244.5623534588,1137922.2800122136,608.1482498404366,46.0,13.0,301.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,1765040.3492991065,348405.784554694,2276948.5055169435,499.3456188317766,101.0,5.0,150.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
25.0,729014.1857459795,370181.8705501661,3537139.2010352598,601.0948935201426,12.0,16.0,215.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
71.0,837427.7082050983,286919.6019079287,1688919.2065165774,732.7949110475603,1.0,8.0,44.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
64.0,875870.6715164107,418582.8175877227,1630116.6373885858,687.488826810918,43.0,3.0,364.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
66.0,636629.6134209849,331362.07732269494,1934048.358917717,485.0690464038563,49.0,17.0,138.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35.0,309435.87469440355,509479.2940974964,1852315.1669449771,656.5615266485846,50.0,15.0,221.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
23.0,850775.4870231888,273765.57716898696,3689201.522245892,595.8047923004638,49.0,11.0,340.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
66.0,559075.2670776015,457074.6365941297,3067889.5760116363,539.291732111684,27.0,15.0,264.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.0,1183107.917010821,371203.3313639094,2328586.533375561,687.1422903012605,24.0,14.0,259.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
71.0,1035452.0146597048,502179.8074318803,1856300.9533122391,723.8661798050676,22.0,7.0,250.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
19.0,67976.20921952755,398746.78581756074,1287611.4852118103,591.8573364418604,92.0,11.0,245.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
27.0,1203447.354049041,547748.2015800982,1538432.546810446,687.8590922214509,70.0,2.0,146.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
55.0,665569.6821335269,290070.04984799435,1310672.770120372,547.199154674432,36.0,3.0,234.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
22.0,803380.200079693,415210.3510432144,560934.6330062873,552.2041011201787,90.0,12.0,38.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35.0,814946.2385916474,557939.305496398,2870350.3077674224,503.5105455497575,60.0,16.0,131.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
59.0,708082.4265042368,-30559.3459011885,2024055.5556397908,694.9210118340443,18.0,11.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
32.0,870992.4943179495,531601.2158511546,2301113.0594198406,767.7495862389826,99.0,6.0,274.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
69.0,704972.348960994,436164.4948197518,2040756.6602232752,547.3408069488958,92.0,5.0,167.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
53.0,892704.6733022765,138994.3691289242,3511416.4642211013,618.8707876166284,69.0,1.0,250.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
59.0,347741.2538302806,398746.78581756074,1584878.0764275773,621.6405587767574,8.0,10.0,50.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
20.0,1074883.297328886,587580.9806296118,2109846.037632462,643.107445811638,56.0,16.0,312.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64.0,829612.8675224804,362130.5604288655,1487961.0929231737,699.9544000770252,94.0,17.0,355.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
78.0,1373940.824279142,476964.2306571964,2030523.4909294304,407.6346812274322,102.0,19.0,62.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,801030.7887503925,343364.80581206584,2041208.7705869745,696.280052426956,56.0,2.0,129.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
28.0,693685.4739138859,540000.8159727145,2370478.949434594,627.9883265723471,63.0,2.0,244.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63.0,989923.6980093274,497965.4395137514,3736733.495492541,727.3472430379492,54.0,16.0,289.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57.0,1215319.0321641583,448200.0424124226,2633885.280186961,562.2998971899208,51.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
77.0,1017494.4313927932,571857.8088369351,3199861.22146035,780.7108599301538,5.0,19.0,291.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
58.0,410729.4091470278,313348.1653421945,2105096.42131657,639.3697319353327,36.0,7.0,84.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35.0,804753.3494655648,319586.6734942985,3070950.846460012,649.1016336041125,57.0,17.0,254.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
60.0,694001.3773600012,525555.8457421975,1797553.5472563407,660.808774009514,93.0,19.0,205.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
43.0,1266828.8029659106,455882.0900180759,1477347.8767372814,627.6772324162895,61.0,15.0,156.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
62.0,1026505.1421091,404430.4259470365,707426.0948690448,419.2395242857783,34.0,11.0,135.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,1104198.2523423408,409621.3080247821,1700976.319840148,501.20953116970816,42.0,10.0,77.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
63.0,623820.8809215416,249666.1937838944,3099750.559156595,675.561761922292,98.0,13.0,183.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
70.0,715519.5236291607,560578.5833602198,2277644.440666201,726.8377483858794,61.0,10.0,40.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,884857.3897685885,555967.5708554633,1799630.4505579225,529.9782547523307,114.0,11.0,259.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.0,795120.1155120044,329337.8697885422,501347.7150975871,273.30998186030433,35.0,12.0,197.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
55.0,938545.8585685432,447141.79548588686,493762.7827809735,572.8529606839777,13.0,11.0,221.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
73.0,649274.0264901054,262265.899089733,3394081.8600588413,724.383052698088,21.0,18.0,232.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
63.0,682326.9381872442,426881.2408327884,1261596.0898124068,532.5608871264179,116.0,14.0,13.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
58.0,924787.0184478156,351070.2594866606,3226185.282099,548.0658724593648,89.0,11.0,281.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
72.0,771208.5003017396,553785.7791944353,1329056.602396697,397.7128074276892,98.0,6.0,293.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
47.0,563782.0778485257,298931.0635139514,3837085.48666347,603.697455298049,58.0,15.0,128.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40.0,994113.9618294318,466963.9256988288,1793177.6385263214,822.291807947217,5.0,2.0,273.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
72.0,1045088.5324914712,525778.8932494181,750534.931058147,416.0647825031499,98.0,7.0,243.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76.0,911826.0560586704,335408.9394647754,2119980.514514252,457.93212913934735,13.0,1.0,58.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
53.0,576735.1247995135,525379.9770989444,1155612.692795744,739.2395368874824,53.0,9.0,38.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
59.0,772223.2766483627,480762.5008241431,1431011.185668202,543.231312959079,62.0,3.0,270.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,795412.6692887514,465859.50278700434,2412920.242141668,651.6768207924248,35.0,2.0,217.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42.0,610004.8736175592,337143.0435313962,1402885.9332960297,489.4430644544091,66.0,17.0,287.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
66.0,932234.74458444,337453.17852072435,105130.69448718824,680.0812224494433,39.0,8.0,122.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
64.0,456662.92421815946,536756.9926846023,3153754.3404103643,712.5987033002342,101.0,2.0,115.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
37.0,1237127.2950806343,247528.82171296573,2343957.1558225206,734.1420357910858,43.0,18.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,1033464.506852738,368020.6625070517,-433159.0530162286,604.4036740093647,31.0,19.0,248.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
42.0,532205.0168525518,500921.5240725192,975628.1381874296,782.1982702428581,8.0,19.0,80.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19.0,789600.8590229208,541553.401058196,1700554.427638367,757.7667898111426,82.0,13.0,201.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
72.0,731817.7767804983,237052.2151514609,3026890.3422984583,529.1566432104751,41.0,3.0,225.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.0,446887.2308049172,466459.1221789208,2459328.330136576,620.3006911760763,22.0,19.0,89.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26.0,631993.7048793174,490124.5557361568,2191013.495134252,659.1809386903259,90.0,1.0,346.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
50.0,641766.0413194333,234741.2788117593,2495696.3291801894,566.5733286373269,73.0,17.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
71.0,635142.8355779034,627200.5218399587,2439460.489562453,707.8402595195084,37.0,2.0,57.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46.0,732776.3932734586,282195.84559044754,2164065.355098282,741.9048254636491,10.0,5.0,171.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
77.0,876225.8685576855,635660.3422445051,2635097.9020796544,773.9057667233087,68.0,12.0,246.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
71.0,1057889.5426465694,334799.0653394924,526874.7710212646,679.2923444152275,96.0,14.0,222.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
21.0,687514.7945527984,540022.078004371,1545398.1213314151,377.13267834623593,1.0,19.0,213.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
67.0,835124.9667218565,398496.5269539657,2056776.278566764,743.0603359752139,96.0,12.0,160.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
35.0,1047140.096519134,211456.1885217109,555673.6884956267,574.497552607124,78.0,17.0,105.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
29.0,684488.4410126302,627510.0519055829,1713113.9584730107,465.1826137670078,11.0,12.0,252.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,467038.6654650587,176341.68402509377,2738439.24193717,511.6927665840169,11.0,5.0,196.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
52.0,723038.5637268882,386381.4102483201,2978550.485587882,643.4403648194595,116.0,8.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,691939.4638848748,398746.78581756074,2268034.042869574,571.1857595125025,61.0,3.0,362.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
65.0,658359.0420348558,302769.02887616894,2120538.473948454,517.0988273151685,33.0,11.0,123.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
33.0,765309.7067775284,351714.0389005118,975086.658189186,480.3412109273897,3.0,6.0,333.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
66.0,573645.0695016598,434200.7140096183,2718055.4732951345,803.4138821799598,10.0,6.0,343.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1275719.9982433943,587429.1830955996,2726474.7398721683,510.5329597559275,84.0,4.0,40.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
58.0,1009594.5646187792,307599.3535906619,2264134.1236683424,794.3498305528753,22.0,8.0,101.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
78.0,1006675.2554106626,398746.78581756074,2118739.354624452,795.1640404770728,62.0,9.0,162.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29.0,458185.6495067703,587817.352207523,2783163.834519541,601.0948935201426,46.0,8.0,319.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53.0,456671.7149159714,295647.47286046017,2080551.8516395332,590.2306302459965,75.0,3.0,170.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
58.0,822634.3188791529,240079.88820773244,355669.83488665684,688.1842340068388,105.0,13.0,327.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
