id_cliente,fecha_registro,edad,genero,region,estado_civil,ingreso_mensual,gasto_mensual,deuda_total,score_crediticio,antiguedad_meses,frecuencia_compra,ultima_compra_dias,uso_app,tipo_plan,num_productos,tiene_tarjeta_credito,canal_registro,dia_semana_registro,hora_registro,codigo_postal,abandono
1958,2022-01-29,73,Masculino,Centro,Casado,990199.1493133411,408796.1709461037,927023.0643826488,687.6937354397535,81,9,362,Medio,Estandar,4,0,App,Lunes,21,3154,0
1959,2023-05-31,59,Femenino,Centro,Soltero,713120.5824913122,623993.3107549743,1757917.0519521174,749.2032132192992,61,10,334,Bajo,Estandar,1,0,App,Domingo,12,9340,1
1960,2020-09-18,74,Masculino,Sur,Soltero,819935.2393896612,360785.98959026183,843287.8632588701,502.62891549731336,86,2,105,Medio,Estandar,4,1,App,Sabado,19,8170,0
1961,2018-03-11,24,Otro,Norte,Soltero,1016792.4089744582,281184.2100754978,4010480.418194413,541.234822196485,77,4,58,Bajo,Estandar,1,1,Web,Viernes,16,9714,0
1962,2018-02-02,35,Masculino,Centro,Soltero,333772.5601415362,286371.5701833508,1869050.4369262871,461.59007613577563,18,12,65,Bajo,Premium,2,0,Tienda,Domingo,14,2918,1
1963,2018-12-01,35,Masculino,Centro,Divorciado,824828.630012993,349718.5401300261,1006336.5784269068,650.0550668765833,52,16,118,Alto,Estandar,2,0,Web,Jueves,6,4018,0
1964,2018-04-04,29,Masculino,Centro,Soltero,921007.4602659333,199283.09916129685,2477992.93075641,752.168458235028,96,4,36,Alto,Premium,1,1,Web,Miercoles,22,8746,0
1965,2018-04-22,63,Otro,Norte,Divorciado,1220348.581306918,135728.6773265071,1829090.016037399,636.2216321544238,77,13,306,Alto,Basico,4,1,Tienda,Martes,18,2153,1
1966,2022-11-20,54,Otro,Centro,Soltero,1168405.4882194325,242387.66763188769,3869397.330621886,593.6756913553829,37,3,30,Bajo,Premium,3,0,App,Miercoles,0,1777,0
1967,2022-05-31,59,Femenino,Sur,Soltero,1081098.4619898791,409128.35687307717,2794744.766983072,562.5869797549149,48,14,191,Bajo,Estandar,2,0,App,Jueves,22,9344,1
1968,2021-05-31,61,Otro,Sur,Divorciado,564300.6604607673,408534.6555995479,1775291.9780368528,651.0512991572205,48,13,117,Bajo,Premium,4,0,Tienda,Lunes,16,9226,0
1969,2019-04-07,49,Otro,Centro,Divorciado,1084789.3264352167,587787.7432144887,2573865.050414638,796.7860951429866,61,1,302,Bajo,Estandar,5,0,Web,Lunes,7,2889,1
1970,2020-05-17,22,Otro,Centro,Casado,830376.6968804925,573449.9239909251,822608.6567387707,665.4405289530616,60,18,3,Alto,Basico,2,1,Tienda,Sabado,7,8820,0
1971,2019-03-10,37,Femenino,Norte,Soltero,982246.8164777483,,1366701.3285011265,621.238047068718,26,12,352,Alto,Estandar,4,0,App,Viernes,12,3158,1
1972,2020-08-11,35,Masculino,Norte,Casado,,627073.9540775141,2267454.2760368297,,58,19,229,Bajo,Basico,1,0,App,Miercoles,10,1547,0
1973,2019-07-26,67,Masculino,Norte,Casado,688137.0350106389,530066.8570882704,3208405.5724973534,621.7767389900687,35,4,262,Alto,Basico,3,0,Tienda,Domingo,17,4355,1
1974,2019-12-21,36,Femenino,Centro,Soltero,238558.12948297185,131113.3130335241,1849520.3210964734,480.980238174199,76,11,327,Medio,Estandar,1,1,Tienda,Jueves,12,3737,1
1975,2020-12-29,20,Masculino,Sur,Casado,735539.7891030852,460522.72566677566,2522028.29465934,629.3009247585976,3,2,264,Medio,Premium,3,0,Tienda,Domingo,7,3198,0
1976,2020-05-09,22,Otro,Norte,Casado,655534.6986265604,708536.9390451772,2163696.6074167425,581.7292766210539,41,9,289,Bajo,Estandar,2,0,Tienda,Domingo,15,2235,1
1977,2018-10-22,62,Masculino,Sur,Divorciado,1047483.9841365417,79451.89372247143,3586918.039294361,524.7968489880122,111,12,180,Alto,Premium,3,1,Tienda,Jueves,20,6213,1
1978,2018-10-25,72,Masculino,Sur,Casado,774631.3771827741,295063.4246457291,1735332.1004916008,655.6520054552096,57,2,132,Medio,Estandar,2,0,Web,Miercoles,23,9152,1
1979,2021-07-30,57,Masculino,Norte,Soltero,749043.600031194,,3821913.9178866744,634.7808196675637,99,17,363,Alto,Premium,5,0,App,Jueves,3,9097,1
1980,2018-12-16,62,Femenino,Norte,Divorciado,758194.8606099657,376835.6338359037,2036666.6417188377,687.2910828597402,20,9,351,Medio,Premium,2,1,Tienda,Sabado,1,6395,0
1981,2021-09-13,23,Otro,Centro,Casado,1448388.877449607,322139.73632720596,1890581.8082335307,493.52156035397815,8,15,121,Medio,Estandar,1,0,Web,Domingo,10,4055,1
1982,2022-03-15,55,Masculino,Norte,Divorciado,1284095.7210648465,261808.26475281388,2740828.3436504425,513.3917714771469,62,5,10,Medio,Estandar,4,1,App,Miercoles,7,4024,0
1983,2020-09-05,39,Otro,Norte,Divorciado,647680.7975147759,420821.9602870173,2621609.0549934143,653.7051723367748,100,7,313,Bajo,Premium,3,1,App,Domingo,8,5475,1
1984,2019-03-15,36,Otro,Norte,Divorciado,789775.541673571,257013.859637445,3592800.94647881,442.18155065615537,91,13,205,Bajo,Estandar,5,0,Web,Martes,17,8476,0
1985,2023-03-31,38,Otro,Centro,Divorciado,990727.4579657002,570173.5373723088,2440397.7953030164,599.6078339613571,26,9,151,Bajo,Basico,3,1,Web,Miercoles,0,9201,0
1986,2022-01-04,60,Femenino,Sur,Casado,861870.9322652635,190165.9941550979,1300764.3979393998,364.96464844219133,56,8,210,Bajo,Estandar,5,1,Tienda,Sabado,2,5864,1
1987,2021-03-06,68,Femenino,Norte,Casado,995230.617235542,298784.77351289854,1544921.3256758864,496.9566973797726,12,1,268,Alto,Estandar,1,0,Web,Martes,7,3777,0
1988,2020-04-27,69,Femenino,Norte,Soltero,997796.7161891474,234031.82988588494,1108957.5775753213,636.0519388832702,34,11,154,Alto,Premium,5,1,App,Viernes,7,4555,0
1989,2023-06-10,24,Masculino,Sur,Casado,505427.469243548,200100.04558194778,1738881.4544846348,572.6498406280631,97,12,193,Medio,Premium,2,1,Web,Miercoles,23,9426,1
1990,2018-11-06,42,Otro,Norte,Casado,1223471.3503452223,449745.36468923575,1726384.4146401323,796.1340943171518,17,19,219,Medio,Premium,2,1,App,Martes,19,3759,1
1991,2018-01-28,46,Masculino,Centro,Soltero,1225037.3568145826,275987.0294935057,2718213.908765096,523.5504004108408,27,14,168,Bajo,Estandar,5,1,Web,Martes,21,7510,1
1992,2019-09-02,35,Otro,Norte,Divorciado,309273.6163049885,340415.1169359684,2519418.4978680243,667.0017064119136,71,9,57,Medio,Estandar,2,0,Web,Martes,3,5708,1
1993,2019-12-30,42,Otro,Centro,Soltero,568912.3522797312,344628.0206274302,3288799.412119805,474.9122409692598,108,16,295,Bajo,Estandar,2,1,Tienda,Lunes,8,8718,1
1994,2021-02-09,49,Femenino,Sur,Casado,853079.3533584576,687839.0516265766,1506043.620600915,637.0592642107176,72,18,52,Alto,Premium,2,1,Web,Miercoles,11,9743,0
1995,2023-02-21,60,Masculino,Centro,Casado,952729.0934086924,615054.0427817809,2432051.162929286,548.7115961493168,7,15,19,Medio,Estandar,3,0,App,Martes,17,5925,0
1996,2022-09-19,21,Masculino,Sur,Divorciado,571258.8063314302,283675.7243318098,1649209.7242848906,498.89592336758477,21,13,2,Medio,Basico,4,0,App,Jueves,11,2193,0
1997,2023-02-08,25,Masculino,Sur,Casado,640653.7497194435,421188.9668430048,1712969.1402044971,653.400808029717,63,16,135,Medio,Estandar,4,0,Tienda,Sabado,13,7002,0
1998,2018-05-11,56,Masculino,Sur,Soltero,784158.5402978429,281934.411414535,2184656.6814464047,645.5057452968812,109,4,86,Alto,Basico,2,1,Tienda,Martes,10,1586,0
1999,2022-07-12,64,Masculino,Sur,Casado,835993.0729467263,-2518.7074255785556,712260.8708196674,461.0611637835486,21,9,275,Medio,Estandar,2,1,Web,Sabado,23,3980,0
2000,2019-12-17,40,Masculino,Sur,Soltero,422122.37418896833,317091.9681020591,1402492.8694472895,683.1276022510614,9,6,363,Alto,Estandar,5,0,App,Lunes,17,1780,0
2001,2023-01-22,48,Otro,Sur,Soltero,539282.3314541753,579077.8163430167,1439554.3702681763,537.808274399378,8,18,54,Bajo,Estandar,2,0,Web,Lunes,19,2208,0
2002,2023-03-25,20,Masculino,Norte,Soltero,921999.9099629337,424543.5986642026,2061982.050440734,595.9385840548897,42,2,339,Bajo,Basico,5,1,Web,Martes,3,8214,1
2003,2019-09-15,46,Masculino,Centro,Divorciado,720459.9157101982,247385.73943916734,1798965.7297635023,465.1020412492302,74,18,103,Alto,Premium,2,0,Web,Sabado,4,2953,0
2004,2021-11-24,49,Femenino,Centro,Soltero,611919.0357192595,392543.4985328823,2102009.644058567,596.33938079155,1,11,94,Bajo,Premium,3,0,Tienda,Sabado,6,4302,1
2005,2023-05-25,58,Femenino,Centro,Casado,867942.4002849977,141764.74730898452,1678100.9188642518,666.9327734585349,11,11,132,Medio,Estandar,2,0,App,Martes,8,4645,0
2006,2021-11-04,47,Masculino,Sur,Casado,1073781.5564985457,434792.90083511063,1129393.8700434412,577.1820735430412,61,18,137,Bajo,Basico,1,0,Web,Martes,18,6419,1
2007,2020-01-01,65,Masculino,Sur,Casado,1129901.9872255046,352846.4793043678,2481510.2711706143,540.4363625858662,95,2,222,Alto,Basico,1,0,Web,Sabado,10,4850,1
2008,2018-04-20,51,Masculino,Centro,Divorciado,1027070.3300762404,323391.0340579818,3048540.8225966687,677.4137422116964,24,19,338,Medio,Basico,2,1,Web,Miercoles,14,5032,0
2009,2021-01-21,19,Femenino,Centro,Divorciado,,411397.9622517332,1473185.8813214544,657.7599539644142,36,9,35,Medio,Premium,4,1,Tienda,Sabado,4,6464,0
2010,2018-11-23,40,Femenino,Sur,Divorciado,864037.7630618431,582929.6622920465,2985116.6474581487,494.00557844237954,115,9,277,Alto,Premium,2,0,Tienda,Martes,15,3257,0
2011,2020-10-05,42,Masculino,Centro,Divorciado,985570.8726372411,310924.68795696355,3213811.7294345894,602.7620540482948,24,3,125,Medio,Basico,3,1,Tienda,Sabado,21,2076,0
2012,2020-11-04,60,Femenino,Centro,Divorciado,605685.7369972463,269174.51449756254,891833.0240563492,619.8883556698213,87,17,199,Medio,Premium,2,1,Tienda,Martes,17,7609,1
2013,2018-04-12,43,Femenino,Norte,Casado,725907.8028704292,46929.79771575058,1358673.2980133982,639.0780574599727,1,11,4,Alto,Premium,5,1,Tienda,Miercoles,11,7585,0
2014,2023-01-26,25,Femenino,Sur,Divorciado,617638.9625343059,319521.8909851538,-82433.73482523253,438.82134677752873,109,10,264,Medio,Basico,4,1,Web,Viernes,20,4109,1
2015,2021-01-15,48,Femenino,Norte,Casado,466535.11613997276,424733.6688793632,2973482.833123659,773.4210995869087,111,2,97,Alto,Basico,5,1,Tienda,Sabado,17,8394,1
2016,2020-02-27,25,Masculino,Norte,Soltero,752713.025503187,421053.70741050725,2958328.1384117412,566.3795651883019,55,6,338,Bajo,Premium,3,0,App,Sabado,9,6946,1
2017,2020-12-14,51,Masculino,Sur,Casado,835063.0013381043,232671.60567622347,2065860.9596018014,666.2311386643124,10,14,260,Bajo,Basico,1,0,Web,Jueves,6,6891,1
2018,2023-02-08,58,Otro,Centro,Soltero,971547.6152286533,614308.2143322895,3047215.2074407917,,26,9,323,Bajo,Premium,2,1,Web,Miercoles,5,8086,1
2019,2022-10-28,25,Femenino,Centro,Casado,252732.70021991536,587013.9166063899,2973862.592648186,677.2590936790167,82,14,32,Alto,Basico,1,0,Web,Miercoles,7,8882,0
2020,2023-03-18,23,Femenino,Centro,Casado,1143050.5062620998,679048.6818308193,1599755.5146455008,709.8938470230261,53,16,336,Bajo,Premium,4,0,App,Lunes,7,7144,1
2021,2019-05-31,77,Masculino,Norte,Divorciado,1102508.9449707784,560598.3545541603,3449829.0077947453,719.236269733513,102,3,78,Bajo,Premium,5,1,Tienda,Lunes,4,7315,0
2022,2020-09-14,63,Femenino,Norte,Soltero,793559.7040472958,162937.94720649795,2793037.258880185,684.3730442367934,114,18,280,Bajo,Basico,5,1,Web,Jueves,13,2017,0
2023,2020-03-18,52,Femenino,Centro,Casado,758112.0763144197,350321.0495589265,2691906.3248854466,654.1164152772288,37,18,196,Medio,Premium,1,1,Web,Martes,5,8652,1
2024,2021-06-01,46,Femenino,Sur,Soltero,793450.1233095214,287663.978040029,2335227.8625353626,617.6968493027035,14,7,210,Bajo,Estandar,1,0,Web,Sabado,4,4633,1
2025,2021-07-15,59,Masculino,Sur,Soltero,777006.5208893203,228888.66501825608,2397922.88034025,718.1297735779638,28,10,345,Alto,Premium,2,0,Tienda,Sabado,13,8023,1
2026,2021-10-24,69,Masculino,Norte,Divorciado,1184283.4803273855,647383.2947392144,2711576.811155116,674.8660936364554,104,1,238,Alto,Premium,3,1,App,Martes,19,9306,0
2027,2018-03-04,69,Masculino,Sur,Divorciado,789667.3389907652,263338.13805068587,2166907.9726031227,526.3111860393786,81,7,203,Alto,Estandar,3,1,Web,Miercoles,9,1444,0
2028,2018-02-20,64,Femenino,Norte,Soltero,747771.6666619461,414879.29380556114,1747545.5284519924,647.8938870720984,24,14,330,Alto,Premium,1,1,Tienda,Miercoles,9,3862,0
2029,2019-12-04,64,Femenino,Centro,Divorciado,796912.7035503148,698955.536199047,2930868.2742694165,544.0440050414259,11,12,89,Medio,Estandar,4,0,Tienda,Jueves,12,3476,0
2030,2021-01-30,60,Femenino,Norte,Soltero,,382369.74870506744,3407272.7205346376,630.9245145317137,89,16,282,Medio,Estandar,1,0,Tienda,Lunes,22,1816,0
2031,2021-10-05,68,Otro,Sur,Casado,929219.2051025061,486920.2929601993,2742031.429507518,574.6571747216619,9,8,261,Alto,Premium,3,0,Tienda,Sabado,19,5214,0
2032,2020-11-23,56,Femenino,Norte,Divorciado,382138.13852652727,618439.6937795078,2305852.2863067086,543.9068878485184,50,5,60,Medio,Basico,5,1,Tienda,Lunes,5,9244,1
2033,2020-03-29,65,Femenino,Norte,Soltero,876032.2519557676,326324.4607623327,782910.7464853765,699.5289022226145,64,18,291,Alto,Estandar,2,0,App,Viernes,13,6364,0
2034,2019-01-03,20,Otro,Sur,Soltero,696721.9751729654,444115.2478148019,1519944.3579952905,505.8616989755178,101,3,215,Medio,Premium,2,1,Web,Martes,16,5248,0
2035,2021-03-09,79,Femenino,Sur,Soltero,295778.51787384576,508153.54370823747,314183.63434436405,701.6327139529176,74,8,75,Bajo,Estandar,5,0,Tienda,Martes,8,9033,1
2036,2020-06-30,46,Masculino,Sur,Soltero,916206.6042791738,142346.29425834003,1380587.2149272338,688.7433372292297,29,6,193,Alto,Estandar,1,1,App,Miercoles,8,6651,1
2037,2018-01-18,55,Otro,Centro,Divorciado,586324.29627273,385753.73240639764,1235380.0707484656,525.0929565033845,55,12,307,Bajo,Basico,2,1,Tienda,Miercoles,20,1977,1
2038,2020-04-04,39,Femenino,Sur,Soltero,1182734.7489444304,304599.6531272046,3079421.3221728024,669.0737473164886,104,3,48,Bajo,Basico,4,0,App,Lunes,23,9330,0
2039,2021-08-30,53,Otro,Sur,Soltero,977274.3895451085,720612.3286556376,1617101.537020471,604.1981224168583,84,14,177,Bajo,Basico,2,1,Web,Lunes,7,2412,0
2040,2019-12-29,68,Femenino,Centro,Soltero,724356.9600457692,,3021702.804397517,755.2353345581747,22,2,136,Alto,Estandar,3,0,App,Sabado,19,5839,1
2041,2019-03-25,35,Masculino,Sur,Casado,552177.3479879684,457177.8393873386,2886244.7192977327,632.3527550812793,65,5,197,Medio,Basico,4,0,Tienda,Jueves,21,2378,0
2042,2019-10-07,66,Femenino,Norte,Divorciado,337547.56982144475,637650.0266896297,2025722.069094325,619.058596536349,16,13,343,Alto,Basico,4,0,Tienda,Martes,16,5770,0
2043,2023-05-13,52,Masculino,Sur,Soltero,959181.001083627,189552.37007123634,1536586.3920864007,588.4171000253829,83,9,137,Alto,Estandar,1,0,App,Lunes,1,8255,0
2044,2018-06-27,66,Masculino,Sur,Divorciado,855158.4908048449,183637.51105474008,2037977.1296165157,554.9155691081418,97,15,97,Alto,Premium,4,0,Tienda,Lunes,12,5881,0
2045,2019-09-15,66,Otro,Centro,Divorciado,914174.0900394254,194529.4694403866,3414805.476319429,599.8783464943504,84,1,336,Alto,Basico,3,0,App,Domingo,1,5152,1
2046,2020-06-27,31,Otro,Centro,Soltero,970902.8300270773,267544.25924201036,3266621.9529772224,654.6515413808451,74,17,307,Alto,Premium,4,1,Web,Domingo,17,7958,1
2047,2023-02-14,28,Otro,Norte,Soltero,740777.7400931538,193162.54694784025,1804650.1680527907,613.943384838383,65,3,129,Alto,Estandar,4,0,Tienda,Viernes,21,8566,0
2048,2020-03-13,71,Otro,Norte,Soltero,298401.53627834906,301094.35110859084,991514.3654076274,885.5825608920969,93,5,249,Bajo,Estandar,1,1,Web,Viernes,9,1635,1
2049,2019-12-19,67,Femenino,Sur,Divorciado,501878.28525455674,454558.43484270945,43029.12425064109,639.6560099056585,86,19,27,Bajo,Estandar,3,1,Tienda,Viernes,3,4813,0
2050,2019-03-29,75,Otro,Norte,Divorciado,796562.9483202809,408861.13314069126,2397542.363071085,765.5572764481228,103,9,302,Bajo,Basico,2,1,Web,Lunes,4,3186,1
2051,2023-04-05,21,Masculino,Sur,Divorciado,718039.2011853548,310293.1791754733,7099019.8785441425,,51,14,48,Medio,Estandar,1,0,App,Martes,5,3370,1
2052,2018-11-24,31,Otro,Sur,Soltero,1000291.3405569668,307745.98818086786,2423589.4802170685,665.1627029789654,118,17,159,Medio,Basico,2,0,Tienda,Martes,14,3438,0
2053,2018-10-08,19,Masculino,Norte,Soltero,,507348.5358977331,1177355.2765194206,598.017398522717,3,14,70,Alto,Estandar,1,0,Web,Jueves,14,8371,0
2054,2021-04-26,75,Masculino,Centro,Casado,1041300.3362090468,398058.72526555066,2740609.7215836598,617.394287559086,77,13,181,Alto,Basico,3,1,Tienda,Lunes,4,5874,0
2055,2020-11-04,36,Femenino,Sur,Soltero,652980.117775968,304723.6559755092,2183359.8219930273,578.9959185798064,24,17,300,Alto,Estandar,3,0,Web,Sabado,1,7458,0
2056,2021-10-19,57,Otro,Centro,Casado,641269.273688847,352860.87406004977,2793626.890746708,475.3174280616444,28,11,246,Bajo,Basico,1,1,App,Viernes,11,4132,0
2057,2019-12-14,18,Otro,Sur,Soltero,674978.994865643,410085.5239141429,1230429.7840321867,612.7192143060522,61,3,334,Alto,Estandar,2,1,Tienda,Miercoles,3,4864,0
2058,2023-06-01,26,Otro,Norte,Casado,553965.1157320549,567042.7943067433,2450540.615832613,555.7715251136786,18,10,361,Alto,Basico,5,1,Tienda,Viernes,16,9580,0
2059,2021-11-09,33,Femenino,Centro,Casado,870699.1778386518,289951.80720993626,2530018.9536210913,560.3306650034896,48,18,247,Medio,Premium,4,1,Tienda,Sabado,4,1575,1
2060,2022-11-17,21,Femenino,Sur,Divorciado,991464.6070161635,262698.93272249645,2735700.5575092626,531.5441519661222,114,19,347,Alto,Basico,5,1,Web,Viernes,17,6869,1
2061,2022-04-18,29,Masculino,Centro,Divorciado,977415.6735993449,565751.0521966404,1699324.7583136214,670.7858044578163,24,18,87,Bajo,Estandar,4,1,Tienda,Domingo,10,3616,0
2062,2019-10-06,57,Otro,Sur,Divorciado,952852.7149632291,348640.56326159264,1323766.104750205,355.51233340015665,116,12,311,Medio,Basico,2,0,App,Sabado,17,1536,1
2063,2018-06-08,44,Femenino,Centro,Casado,867940.3424701819,490493.50614801585,510671.16065302165,832.661267592434,88,1,229,Medio,Basico,3,0,Tienda,Lunes,20,8324,0
2064,2022-05-07,73,Femenino,Sur,Soltero,681528.7734640838,453479.3232899809,2076758.628440713,655.8421798763217,81,11,283,Alto,Estandar,3,1,Tienda,Lunes,13,5285,1
2065,2020-06-01,74,Otro,Sur,Divorciado,719004.547935203,318467.3684415177,1253109.3662512905,609.1865076653603,112,8,250,Medio,Estandar,3,0,Web,Viernes,10,7073,0
2066,2019-01-13,61,Otro,Centro,Soltero,1011927.300247079,437452.7694838703,3412497.1487691877,529.5792100770515,33,14,193,Alto,Premium,4,0,Tienda,Viernes,21,2186,0
2067,2021-02-27,66,Masculino,Centro,Divorciado,455535.49058421527,,2821565.8192938184,489.9435993287091,4,6,86,Bajo,Estandar,4,0,App,Domingo,18,5901,1
2068,2019-01-28,37,Masculino,Norte,Divorciado,572544.4985593533,330425.0266152333,1845238.0794789256,512.3212668014249,86,7,40,Bajo,Basico,5,1,App,Viernes,0,5851,1
2069,2018-09-02,48,Otro,Centro,Divorciado,572968.319660188,311454.9861840049,1801046.972237081,575.9063256980182,6,11,317,Medio,Estandar,2,1,App,Domingo,1,1055,1
2070,2021-09-03,76,Femenino,Norte,Soltero,1139381.0350650116,397324.4545045429,2033999.472626351,666.0264986956382,101,11,29,Alto,Basico,1,1,Web,Jueves,8,8370,0
2071,2022-10-11,25,Otro,Norte,Divorciado,,276851.51948034926,997965.6649809638,605.9115731987873,28,19,148,Alto,Premium,3,0,App,Martes,11,7128,0
2072,2019-08-14,46,Otro,Centro,Soltero,785876.0335644229,403668.7512113488,1110327.472813555,515.2750137775258,81,18,299,Medio,Estandar,4,1,Tienda,Lunes,9,2068,1
2073,2018-09-25,61,Femenino,Sur,Soltero,821903.6997203936,310806.68962186034,2349363.466108792,496.2929583375725,110,15,112,Alto,Premium,4,1,Tienda,Miercoles,15,2868,1
2074,2019-01-09,35,Femenino,Norte,Casado,733378.7774728601,583789.0389321962,913292.7174758534,361.6719492423133,68,5,161,Medio,Premium,5,0,Tienda,Martes,1,5247,1
2075,2021-06-08,57,Otro,Centro,Casado,447857.8037576152,397000.8465029385,1610805.2257639002,617.0675624450846,65,14,309,Alto,Premium,4,1,Tienda,Lunes,19,4734,1
2076,2023-03-07,52,Masculino,Centro,Divorciado,781947.3644062707,480127.24088261835,2880218.007333899,642.2751662628319,2,17,27,Alto,Estandar,1,0,Web,Lunes,3,1380,0
2077,2018-02-13,34,Masculino,Norte,Soltero,1288113.8966359682,145464.84033832818,1914039.7862660598,514.6819184623706,95,14,193,Medio,Estandar,5,0,Web,Miercoles,2,5691,0
2078,2021-07-06,34,Otro,Sur,Divorciado,1168779.5366191475,207298.1224800363,1316656.1733719017,652.2374672118541,1,2,357,Medio,Estandar,1,0,App,Lunes,0,8546,1
2079,2023-01-25,63,Masculino,Centro,Divorciado,601942.3359917365,415022.22002788266,4549277.159111496,523.7581710572437,21,6,37,Alto,Basico,2,0,Web,Jueves,19,1682,0
2080,2018-07-29,23,Femenino,Norte,Divorciado,850952.3795180337,356815.92712416925,3742053.3701868793,601.1361122111135,21,3,276,Medio,Premium,5,1,App,Viernes,23,9055,0
2081,2018-07-02,56,Masculino,Norte,Soltero,1009547.4862362224,128814.84150685999,1940989.1047863218,614.8811220779085,104,1,129,Medio,Premium,5,0,App,Viernes,0,7184,1
2082,2020-10-25,71,Otro,Norte,Casado,757922.131781698,232089.4089622352,3959090.978783003,594.6243720921989,112,10,335,Bajo,Premium,4,0,Web,Viernes,2,9913,0
2083,2021-06-24,28,Masculino,Centro,Soltero,673106.86474291,332546.6968538541,2041092.9506367866,501.9750749447119,73,2,314,Medio,Basico,1,1,Tienda,Domingo,23,1981,0
2084,2021-08-18,78,Otro,Centro,Soltero,711241.464403512,418785.9811381329,1054637.7539968984,,43,9,272,Bajo,Premium,5,1,App,Viernes,4,8035,0
2085,2018-04-03,77,Masculino,Norte,Divorciado,415981.78503793327,524457.7690990602,178289.84880735516,616.3496713616249,114,10,122,Medio,Premium,1,0,App,Jueves,3,9251,0
2086,2018-04-19,48,Femenino,Centro,Divorciado,737993.9901093186,232267.13731979576,473921.96102727205,420.40190975056856,62,7,257,Medio,Basico,4,1,App,Lunes,13,1480,1
2087,2020-12-15,57,Femenino,Norte,Divorciado,840634.8410485489,439787.3590470031,1846260.494961357,562.8913967417626,21,18,262,Alto,Premium,1,0,Tienda,Martes,19,1592,1
2088,2022-10-26,41,Otro,Centro,Casado,990817.523979943,,2331800.650073277,431.6914739895807,19,5,180,Medio,Basico,5,0,Tienda,Miercoles,15,8814,1
2089,2018-06-14,49,Masculino,Sur,Casado,1059299.7679779083,522170.7152217392,7922300.663712564,645.1882364333808,19,3,116,Bajo,Estandar,4,0,Web,Sabado,1,2731,1
2090,2020-12-30,38,Femenino,Norte,Casado,1086333.4988348193,562167.2201632545,1402802.1806019444,682.1703146018237,111,13,93,Bajo,Premium,1,1,Web,Martes,23,1401,0
2091,2023-04-30,68,Femenino,Norte,Divorciado,139602.6987734097,384874.2362150351,2743515.6403423706,668.2949073886458,103,4,84,Medio,Basico,5,1,Web,Lunes,4,3700,1
2092,2018-12-11,70,Femenino,Norte,Soltero,910723.7447345437,416084.9829579207,2703677.483880012,420.90182936136586,11,18,95,Alto,Premium,4,0,Tienda,Sabado,0,6470,0
2093,2018-08-31,76,Masculino,Norte,Casado,747006.4001319543,436489.5999197829,1361958.9648739481,612.7407308594361,33,15,286,Medio,Estandar,1,0,App,Domingo,14,5137,1
2094,2020-07-03,76,Femenino,Norte,Divorciado,445589.2505023538,533629.7597786668,3044760.6300848415,581.6683245107621,63,17,47,Medio,Premium,1,0,Tienda,Martes,17,3113,0
2095,2021-11-24,36,Masculino,Centro,Casado,1165287.5772581778,94145.66274195438,2479124.8988276706,391.62585038656755,78,6,37,Medio,Basico,2,0,Tienda,Martes,14,4708,1
2096,2022-06-28,64,Femenino,Sur,Divorciado,726234.707354058,413257.18079163367,397614.56494409335,,25,16,50,Bajo,Premium,4,0,Tienda,Lunes,5,4301,1
2097,2022-07-22,72,Masculino,Sur,Soltero,310668.3476184415,286731.5633701269,3088084.5162534993,591.7038990409076,65,13,257,Medio,Basico,3,1,Tienda,Viernes,9,1720,0
2098,2021-05-13,33,Femenino,Norte,Casado,397669.8811937344,462131.52887420676,249315.54272945435,475.3264491677697,26,17,179,Alto,Basico,3,0,Web,Lunes,6,4600,1
2099,2023-05-17,54,Femenino,Norte,Casado,880669.1338792606,425148.76745068445,2070236.429848221,554.0581675033745,36,7,99,Medio,Basico,2,1,Web,Domingo,14,2221,0
2100,2018-06-15,57,Femenino,Sur,Soltero,569070.9550899682,500242.82649638,3006526.017559357,493.6397773307369,39,3,212,Bajo,Estandar,5,0,Web,Sabado,8,8249,0
2101,2022-03-21,45,Femenino,Centro,Divorciado,1317292.9766109204,310596.94884022174,1303048.6733770098,697.5573255702354,54,4,166,Medio,Basico,5,0,Web,Martes,4,6259,1
2102,2018-05-19,70,Masculino,Centro,Divorciado,1047889.3408824373,439630.85522719345,5389957.968204241,704.8890470165646,19,11,1,Bajo,Premium,4,1,App,Lunes,22,7692,0
2103,2019-10-01,23,Femenino,Centro,Casado,1028634.3369355857,480990.9824199276,2902258.2086705477,647.3553843382995,68,17,85,Alto,Basico,1,1,Web,Lunes,5,1734,1
2104,2022-09-05,19,Femenino,Norte,Soltero,1126679.595768416,202010.5211520466,2318925.8018251667,686.3506926812881,95,15,303,Medio,Premium,3,1,Tienda,Martes,7,4629,0
2105,2018-06-01,20,Femenino,Norte,Divorciado,964649.7456702203,513471.4435952448,2042998.3294327357,615.0729647506471,44,1,119,Alto,Estandar,2,0,App,Jueves,11,7950,0
2106,2019-08-15,56,Masculino,Centro,Divorciado,859467.0961600462,368756.4554766785,3282336.9180468246,493.53727779991505,80,12,108,Alto,Estandar,1,0,App,Sabado,21,1674,1
2107,2021-08-18,36,Otro,Sur,Casado,483777.4494042635,488178.0738606894,1792329.7660708777,579.2559349029895,11,9,358,Alto,Basico,3,0,Tienda,Sabado,11,5128,1
